environment,genotype,block,value,trait,trait_label
LN2023,Fm233,3,3.57611783523118,fat_pct,Seed fat concentration (%)
LN2023,Fm236,1,1.84510427164926,fat_pct,Seed fat concentration (%)
LN2023,Fm236,2,2.90382437284605,fat_pct,Seed fat concentration (%)
LN2023,Fm236,3,3.14989947129362,fat_pct,Seed fat concentration (%)
LN2023,Fm238,1,3.76597861863117,fat_pct,Seed fat concentration (%)
LN2023,Fm238,2,3.63209876543197,fat_pct,Seed fat concentration (%)
LN2023,Fm238,3,2.68010144629548,fat_pct,Seed fat concentration (%)
LN2023,Fm250,1,3.52189092281521,fat_pct,Seed fat concentration (%)
LN2023,Fm250,2,4.30663221360864,fat_pct,Seed fat concentration (%)
LN2023,Fm250,3,3.90987745160226,fat_pct,Seed fat concentration (%)
LN2023,Fm255,1,4.30504945340982,fat_pct,Seed fat concentration (%)
LN2023,Fm255,2,5.03755963861526,fat_pct,Seed fat concentration (%)
LN2023,Fm255,3,3.7476592944987,fat_pct,Seed fat concentration (%)
LN2023,Fm322,1,2.50794930359674,fat_pct,Seed fat concentration (%)
LN2023,Fm322,2,3.34981402521968,fat_pct,Seed fat concentration (%)
LN2023,Fm322,3,3.04690174597708,fat_pct,Seed fat concentration (%)
LN2023,Fm324,1,3.69030572512342,fat_pct,Seed fat concentration (%)
LN2023,Fm324,2,4.00355871886118,fat_pct,Seed fat concentration (%)
LN2023,Fm324,3,3.98681284980464,fat_pct,Seed fat concentration (%)
LN2023,Fm325,1,4.25444876252838,fat_pct,Seed fat concentration (%)
LN2023,Fm325,2,4.04780449810092,fat_pct,Seed fat concentration (%)
LN2023,Fm325,3,3.97969126621898,fat_pct,Seed fat concentration (%)
LN2023,Fm328,1,4.65684495730207,fat_pct,Seed fat concentration (%)
LN2023,Fm328,2,4.36859214803704,fat_pct,Seed fat concentration (%)
LN2023,Fm328,3,4.46749790547517,fat_pct,Seed fat concentration (%)
LN2023,Fm332,1,4.05882964348853,fat_pct,Seed fat concentration (%)
LN2023,Fm332,2,3.85063881565636,fat_pct,Seed fat concentration (%)
LN2023,Fm332,3,4.18185016712347,fat_pct,Seed fat concentration (%)
LN2023,Fm337,1,4.77157360406124,fat_pct,Seed fat concentration (%)
LN2023,Fm337,2,4.17138275797061,fat_pct,Seed fat concentration (%)
LN2023,Fm337,3,3.95913767055935,fat_pct,Seed fat concentration (%)
LN2023,Fm341,1,3.96489540754962,fat_pct,Seed fat concentration (%)
LN2023,Fm341,2,3.81376292961746,fat_pct,Seed fat concentration (%)
LN2023,Fm341,3,4.11095233234675,fat_pct,Seed fat concentration (%)
LN2023,Fm344,1,4.2188040951582,fat_pct,Seed fat concentration (%)
LN2023,Fm344,2,3.9041321476527,fat_pct,Seed fat concentration (%)
LN2023,Fm344,3,4.23546302943277,fat_pct,Seed fat concentration (%)
LN2023,Fm345,1,3.88451971155095,fat_pct,Seed fat concentration (%)
LN2023,Fm345,2,4.23846057099794,fat_pct,Seed fat concentration (%)
LN2023,Fm345,3,3.75363074402296,fat_pct,Seed fat concentration (%)
LN2023,Fm347,1,3.25278358535468,fat_pct,Seed fat concentration (%)
LN2023,Fm347,2,3.0354372986521,fat_pct,Seed fat concentration (%)
LN2023,Fm347,3,3.45503032591508,fat_pct,Seed fat concentration (%)
LN2023,Fm349,1,2.83207409212752,fat_pct,Seed fat concentration (%)
LN2023,Fm349,2,2.67260579064612,fat_pct,Seed fat concentration (%)
LN2023,Fm349,3,2.7146052754218,fat_pct,Seed fat concentration (%)
LN2023,Fm351,1,4.7601274012146,fat_pct,Seed fat concentration (%)
LN2023,Fm351,2,4.00384292062015,fat_pct,Seed fat concentration (%)
LN2023,Fm351,3,3.73155039737588,fat_pct,Seed fat concentration (%)
LN2023,Fm352,1,4.08013624107066,fat_pct,Seed fat concentration (%)
LN2023,Fm352,2,4.05235278747731,fat_pct,Seed fat concentration (%)
LN2023,Fm352,3,3.55489342195747,fat_pct,Seed fat concentration (%)
LN2023,Fm354,1,3.92590419891263,fat_pct,Seed fat concentration (%)
LN2023,Fm354,2,3.35982743663714,fat_pct,Seed fat concentration (%)
LN2023,Fm354,3,3.53477229490153,fat_pct,Seed fat concentration (%)
LN2023,Fm355,1,3.61499887732901,fat_pct,Seed fat concentration (%)
LN2023,Fm355,2,3.39614319668709,fat_pct,Seed fat concentration (%)
LN2023,Fm355,3,3.445970272077,fat_pct,Seed fat concentration (%)
LN2023,Fm356,1,3.52722772277212,fat_pct,Seed fat concentration (%)
LN2023,Fm356,2,3.24895494658643,fat_pct,Seed fat concentration (%)
LN2023,Fm356,3,3.23349138429532,fat_pct,Seed fat concentration (%)
LN2023,Fm357,1,4.23249299719927,fat_pct,Seed fat concentration (%)
LN2023,Fm357,2,3.79666941787617,fat_pct,Seed fat concentration (%)
LN2023,Fm357,3,4.4458329328079,fat_pct,Seed fat concentration (%)
LN2023,Fm358,1,3.66143010564716,fat_pct,Seed fat concentration (%)
LN2023,Fm358,2,3.38879092233446,fat_pct,Seed fat concentration (%)
LN2023,Fm358,3,3.49544072948367,fat_pct,Seed fat concentration (%)
LN2023,Fm359,1,3.92348576012821,fat_pct,Seed fat concentration (%)
LN2023,Fm359,2,2.933399850337,fat_pct,Seed fat concentration (%)
LN2023,Fm359,3,3.74081332680083,fat_pct,Seed fat concentration (%)
LN2023,Fm361,1,3.88808052858839,fat_pct,Seed fat concentration (%)
LN2023,Fm361,2,3.48300355149697,fat_pct,Seed fat concentration (%)
LN2023,Fm361,3,3.7503053994627,fat_pct,Seed fat concentration (%)
LN2023,Fm362,1,4.07112539869929,fat_pct,Seed fat concentration (%)
LN2023,Fm362,2,3.83599154496509,fat_pct,Seed fat concentration (%)
LN2023,Fm362,3,2.3713668499613,fat_pct,Seed fat concentration (%)
LN2023,Fm363,1,3.40129188534478,fat_pct,Seed fat concentration (%)
LN2023,Fm363,2,3.69806875904887,fat_pct,Seed fat concentration (%)
LN2023,Fm363,3,3.66267643380354,fat_pct,Seed fat concentration (%)
LN2023,Fm364,1,3.71056685494862,fat_pct,Seed fat concentration (%)
LN2023,Fm364,2,2.98904096702913,fat_pct,Seed fat concentration (%)
LN2023,Fm364,3,3.39896574328133,fat_pct,Seed fat concentration (%)
LN2023,Fm365,1,3.82029114017598,fat_pct,Seed fat concentration (%)
LN2023,Fm365,2,3.74102531805045,fat_pct,Seed fat concentration (%)
LN2023,Fm365,3,3.87384133863002,fat_pct,Seed fat concentration (%)
LN2023,Fm366,1,3.35984379464698,fat_pct,Seed fat concentration (%)
LN2023,Fm366,2,3.45969560315674,fat_pct,Seed fat concentration (%)
LN2023,Fm366,3,3.09129957960156,fat_pct,Seed fat concentration (%)
LN2023,Fm368,1,4.55140492776622,fat_pct,Seed fat concentration (%)
LN2023,Fm368,2,3.52904806068776,fat_pct,Seed fat concentration (%)
LN2023,Fm368,3,3.38493340536939,fat_pct,Seed fat concentration (%)
LN2023,Fm369,1,3.53265273051319,fat_pct,Seed fat concentration (%)
LN2023,Fm369,2,3.36751729072258,fat_pct,Seed fat concentration (%)
LN2023,Fm369,3,3.93523668273386,fat_pct,Seed fat concentration (%)
LN2023,Fm370,1,3.46539182945237,fat_pct,Seed fat concentration (%)
LN2023,Fm370,2,2.9806924413963,fat_pct,Seed fat concentration (%)
LN2023,Fm370,3,3.50889679715353,fat_pct,Seed fat concentration (%)
LN2023,Fm375,1,4.42125428513804,fat_pct,Seed fat concentration (%)
LN2023,Fm375,2,4.02106854592936,fat_pct,Seed fat concentration (%)
LN2023,Fm375,3,5.19792182088103,fat_pct,Seed fat concentration (%)
LN2023,Fm376,1,3.98673526614809,fat_pct,Seed fat concentration (%)
LN2023,Fm376,2,4.64705296694549,fat_pct,Seed fat concentration (%)
LN2023,Fm376,3,4.59593835802806,fat_pct,Seed fat concentration (%)
LN2023,Fm377,1,4.78206724782015,fat_pct,Seed fat concentration (%)
LN2023,Fm377,2,5.06290507052969,fat_pct,Seed fat concentration (%)
LN2023,Fm377,3,4.98791102514504,fat_pct,Seed fat concentration (%)
LN2023,Fm379,1,4.05757625566476,fat_pct,Seed fat concentration (%)
LN2023,Fm379,2,3.84975865785644,fat_pct,Seed fat concentration (%)
LN2023,Fm379,3,4.12742648472012,fat_pct,Seed fat concentration (%)
LN2023,Fm380,1,3.53484101671974,fat_pct,Seed fat concentration (%)
LN2023,Fm380,2,3.39415204678328,fat_pct,Seed fat concentration (%)
LN2023,Fm380,3,3.1916603522303,fat_pct,Seed fat concentration (%)
LN2023,Fm381,1,4.06632355797286,fat_pct,Seed fat concentration (%)
LN2023,Fm381,2,4.15986545976121,fat_pct,Seed fat concentration (%)
LN2023,Fm381,3,3.94880987949425,fat_pct,Seed fat concentration (%)
LN2023,Fm383,1,4.4363818341049,fat_pct,Seed fat concentration (%)
LN2023,Fm383,2,4.12839530428827,fat_pct,Seed fat concentration (%)
LN2023,Fm383,3,3.82662040528972,fat_pct,Seed fat concentration (%)
LN2023,Fm384,1,3.85863502687338,fat_pct,Seed fat concentration (%)
LN2023,Fm384,2,3.79765761275854,fat_pct,Seed fat concentration (%)
LN2023,Fm384,3,3.92599059120236,fat_pct,Seed fat concentration (%)
LN2023,Fm388,1,4.75511057538614,fat_pct,Seed fat concentration (%)
LN2023,Fm388,2,4.55494492308409,fat_pct,Seed fat concentration (%)
LN2023,Fm388,3,4.97412305922977,fat_pct,Seed fat concentration (%)
LN2023,Fm389,1,3.80314809482685,fat_pct,Seed fat concentration (%)
LN2023,Fm389,2,3.49207120134046,fat_pct,Seed fat concentration (%)
LN2023,Fm389,3,3.45799302669923,fat_pct,Seed fat concentration (%)
LN2023,Fm391,1,4.02108618364633,fat_pct,Seed fat concentration (%)
LN2023,Fm391,2,3.71827411167521,fat_pct,Seed fat concentration (%)
LN2023,Fm391,3,4.13432835820904,fat_pct,Seed fat concentration (%)
LN2023,Fm392,1,3.83457336949759,fat_pct,Seed fat concentration (%)
LN2023,Fm392,2,3.84789377045682,fat_pct,Seed fat concentration (%)
LN2023,Fm392,3,3.65709316650149,fat_pct,Seed fat concentration (%)
LN2023,Fm394,1,3.99707285069016,fat_pct,Seed fat concentration (%)
LN2023,Fm394,2,3.8714154707912,fat_pct,Seed fat concentration (%)
LN2023,Fm394,3,4.03038615741703,fat_pct,Seed fat concentration (%)
LN2023,Fm395,1,3.88946267979972,fat_pct,Seed fat concentration (%)
LN2023,Fm395,2,3.79423119482573,fat_pct,Seed fat concentration (%)
LN2023,Fm395,3,3.24313763797996,fat_pct,Seed fat concentration (%)
LN2023,Fm396,1,3.87418391618996,fat_pct,Seed fat concentration (%)
LN2023,Fm396,2,3.95626664153195,fat_pct,Seed fat concentration (%)
LN2023,Fm396,3,3.80325291140471,fat_pct,Seed fat concentration (%)
LN2023,Fm398,1,3.91297963978127,fat_pct,Seed fat concentration (%)
LN2023,Fm398,2,3.95678870799284,fat_pct,Seed fat concentration (%)
LN2023,Fm398,3,4.21870131115358,fat_pct,Seed fat concentration (%)
LN2023,Fm400,1,3.57014342260851,fat_pct,Seed fat concentration (%)
LN2023,Fm400,2,3.95663685867014,fat_pct,Seed fat concentration (%)
LN2023,Fm400,3,3.93061587050932,fat_pct,Seed fat concentration (%)
LN2023,Fm401,1,4.03714790083682,fat_pct,Seed fat concentration (%)
LN2023,Fm401,2,3.67127573677832,fat_pct,Seed fat concentration (%)
LN2023,Fm401,3,3.40955596480436,fat_pct,Seed fat concentration (%)
LN2023,Fm403,1,4.26576344402719,fat_pct,Seed fat concentration (%)
LN2023,Fm403,2,4.31424766977373,fat_pct,Seed fat concentration (%)
LN2023,Fm403,3,4.05948747759583,fat_pct,Seed fat concentration (%)
LN2023,Fm404,1,4.14831800297049,fat_pct,Seed fat concentration (%)
LN2023,Fm404,2,4.31347531651805,fat_pct,Seed fat concentration (%)
LN2023,Fm404,3,4.35847579606547,fat_pct,Seed fat concentration (%)
LN2023,Fm405,1,4.31115276476138,fat_pct,Seed fat concentration (%)
LN2023,Fm405,2,4.46777047829162,fat_pct,Seed fat concentration (%)
LN2023,Fm405,3,4.37151671974538,fat_pct,Seed fat concentration (%)
LN2023,Fm406,1,4.15053189121876,fat_pct,Seed fat concentration (%)
LN2023,Fm406,2,4.10433893895713,fat_pct,Seed fat concentration (%)
LN2023,Fm406,3,3.90611781199374,fat_pct,Seed fat concentration (%)
LN2023,Fm407,1,3.96192180548319,fat_pct,Seed fat concentration (%)
LN2023,Fm407,2,4.10658077739521,fat_pct,Seed fat concentration (%)
LN2023,Fm407,3,3.85653495440747,fat_pct,Seed fat concentration (%)
LN2023,Fm409,1,4.08689160224468,fat_pct,Seed fat concentration (%)
LN2023,Fm409,2,3.78082472117103,fat_pct,Seed fat concentration (%)
LN2023,Fm409,3,4.20092689490203,fat_pct,Seed fat concentration (%)
LN2023,Fm410,1,3.62926408585662,fat_pct,Seed fat concentration (%)
LN2023,Fm410,2,4.04963253800458,fat_pct,Seed fat concentration (%)
LN2023,Fm410,3,3.49722229020331,fat_pct,Seed fat concentration (%)
LN2023,Fm411,1,3.8313094229503,fat_pct,Seed fat concentration (%)
LN2023,Fm411,2,3.36996853130471,fat_pct,Seed fat concentration (%)
LN2023,Fm411,3,4.09646040964617,fat_pct,Seed fat concentration (%)
LN2023,Fm413,1,4.29986868807405,fat_pct,Seed fat concentration (%)
LN2023,Fm413,2,4.07290216428295,fat_pct,Seed fat concentration (%)
LN2023,Fm413,3,3.8737483224943,fat_pct,Seed fat concentration (%)
LN2023,Fm415,1,4.64618638856822,fat_pct,Seed fat concentration (%)
LN2023,Fm415,2,4.14933674599458,fat_pct,Seed fat concentration (%)
LN2023,Fm415,3,4.45228791125697,fat_pct,Seed fat concentration (%)
LN2023,Fm416,1,3.36768032168852,fat_pct,Seed fat concentration (%)
LN2023,Fm416,2,3.75517294231828,fat_pct,Seed fat concentration (%)
LN2023,Fm416,3,3.78588166373766,fat_pct,Seed fat concentration (%)
LN2023,Fm417,1,3.38029016916515,fat_pct,Seed fat concentration (%)
LN2023,Fm417,2,4.73880317087152,fat_pct,Seed fat concentration (%)
LN2023,Fm417,3,3.99895699995262,fat_pct,Seed fat concentration (%)
LN2023,Fm418,1,3.21269012599805,fat_pct,Seed fat concentration (%)
LN2023,Fm418,2,3.55689756646745,fat_pct,Seed fat concentration (%)
LN2023,Fm418,3,3.85075519665054,fat_pct,Seed fat concentration (%)
LN2023,Fm419,1,2.70212816212743,fat_pct,Seed fat concentration (%)
LN2023,Fm419,2,4.0075779656075,fat_pct,Seed fat concentration (%)
LN2023,Fm419,3,2.8912605080099,fat_pct,Seed fat concentration (%)
LN2023,Fm420,1,2.72763363770074,fat_pct,Seed fat concentration (%)
LN2023,Fm420,2,3.27070285316611,fat_pct,Seed fat concentration (%)
LN2023,Fm420,3,3.46693875740337,fat_pct,Seed fat concentration (%)
LN2023,Fm421,1,3.25392350343064,fat_pct,Seed fat concentration (%)
LN2023,Fm421,2,2.88636581393103,fat_pct,Seed fat concentration (%)
LN2023,Fm421,3,3.46157335994934,fat_pct,Seed fat concentration (%)
LN2023,Fm429,1,3.28942947382506,fat_pct,Seed fat concentration (%)
LN2023,Fm429,2,3.33390406770554,fat_pct,Seed fat concentration (%)
LN2023,Fm429,3,3.43008562946262,fat_pct,Seed fat concentration (%)
LN2023,Fm442,1,3.67505776480637,fat_pct,Seed fat concentration (%)
LN2023,Fm442,2,3.7711474921126,fat_pct,Seed fat concentration (%)
LN2023,Fm442,3,3.44589086777161,fat_pct,Seed fat concentration (%)
LN2023,Fm443,1,4.31358293953707,fat_pct,Seed fat concentration (%)
LN2023,Fm443,2,3.48853665440186,fat_pct,Seed fat concentration (%)
LN2023,Fm443,3,3.724672228844,fat_pct,Seed fat concentration (%)
LN2023,Fm446,1,3.32874828060561,fat_pct,Seed fat concentration (%)
LN2023,Fm446,2,2.93259306712246,fat_pct,Seed fat concentration (%)
LN2023,Fm446,3,2.99597839278494,fat_pct,Seed fat concentration (%)
LN2023,Fm474,1,3.88435008071976,fat_pct,Seed fat concentration (%)
LN2023,Fm474,2,4.10462676126704,fat_pct,Seed fat concentration (%)
LN2023,Fm474,3,3.86756447966539,fat_pct,Seed fat concentration (%)
LN2023,Fm475,1,4.70187554693611,fat_pct,Seed fat concentration (%)
LN2023,Fm475,2,4.49559255631695,fat_pct,Seed fat concentration (%)
LN2023,Fm475,3,4.86281836955455,fat_pct,Seed fat concentration (%)
LN2023,Fm476,1,3.87313358051879,fat_pct,Seed fat concentration (%)
LN2023,Fm476,2,4.27501214492108,fat_pct,Seed fat concentration (%)
LN2023,Fm476,3,3.90485162505865,fat_pct,Seed fat concentration (%)
LN2023,Fm477,1,3.33223124881906,fat_pct,Seed fat concentration (%)
LN2023,Fm477,2,2.87137278742918,fat_pct,Seed fat concentration (%)
LN2023,Fm477,3,3.66798608612251,fat_pct,Seed fat concentration (%)
LN2023,Fm480,1,3.94386758023098,fat_pct,Seed fat concentration (%)
LN2023,Fm480,2,4.67366158016472,fat_pct,Seed fat concentration (%)
LN2023,Fm480,3,3.79160230304747,fat_pct,Seed fat concentration (%)
LN2023,Fm482,1,3.92107829653165,fat_pct,Seed fat concentration (%)
LN2023,Fm482,2,4.37136249269314,fat_pct,Seed fat concentration (%)
LN2023,Fm482,3,4.00070187752267,fat_pct,Seed fat concentration (%)
LN2023,Fm484,1,4.66683429720879,fat_pct,Seed fat concentration (%)
LN2023,Fm484,2,4.91318358905338,fat_pct,Seed fat concentration (%)
LN2023,Fm484,3,4.18199745088145,fat_pct,Seed fat concentration (%)
LN2023,Fm489,1,2.26013847675622,fat_pct,Seed fat concentration (%)
LN2023,Fm489,2,2.87980269361905,fat_pct,Seed fat concentration (%)
LN2023,Fm489,3,2.13799083364287,fat_pct,Seed fat concentration (%)
LN2023,Fm491,1,3.67132867132885,fat_pct,Seed fat concentration (%)
LN2023,Fm491,2,4.16013883197928,fat_pct,Seed fat concentration (%)
LN2023,Fm491,3,3.6188731103986,fat_pct,Seed fat concentration (%)
LN2023,Fm492,1,4.42457819189137,fat_pct,Seed fat concentration (%)
LN2023,Fm492,2,3.4237676729079,fat_pct,Seed fat concentration (%)
LN2023,Fm492,3,3.75778346285718,fat_pct,Seed fat concentration (%)
LN2023,Fm518,1,2.88581592028086,fat_pct,Seed fat concentration (%)
LN2023,Fm518,2,3.00139986238624,fat_pct,Seed fat concentration (%)
LN2023,Fm518,3,3.18369554528487,fat_pct,Seed fat concentration (%)
LN2023,Fm519,1,3.4246247968648,fat_pct,Seed fat concentration (%)
LN2023,Fm519,2,3.03941372668774,fat_pct,Seed fat concentration (%)
LN2023,Fm519,3,2.91912547160683,fat_pct,Seed fat concentration (%)
LN2023,Fm523,1,3.04860511935547,fat_pct,Seed fat concentration (%)
LN2023,Fm523,2,3.18928054080106,fat_pct,Seed fat concentration (%)
LN2023,Fm523,3,3.01298832057981,fat_pct,Seed fat concentration (%)
LN2023,Fm524,1,3.77998487029937,fat_pct,Seed fat concentration (%)
LN2023,Fm524,2,4.08870576829862,fat_pct,Seed fat concentration (%)
LN2023,Fm524,3,3.71058931391038,fat_pct,Seed fat concentration (%)
LN2023,Fm537,1,3.78017132489674,fat_pct,Seed fat concentration (%)
LN2023,Fm537,2,4.26510758614073,fat_pct,Seed fat concentration (%)
LN2023,Fm537,3,4.20560747663536,fat_pct,Seed fat concentration (%)
LN2023,Fm560,1,3.94496102659275,fat_pct,Seed fat concentration (%)
LN2023,Fm560,2,4.32888713884886,fat_pct,Seed fat concentration (%)
LN2023,Fm560,3,4.40814767055943,fat_pct,Seed fat concentration (%)
LN2023,Fm566,1,4.65488775535324,fat_pct,Seed fat concentration (%)
LN2023,Fm566,2,5.11243513357716,fat_pct,Seed fat concentration (%)
LN2023,Fm566,3,5.17119838872098,fat_pct,Seed fat concentration (%)
LN2023,Fm569,1,4.14620576211339,fat_pct,Seed fat concentration (%)
LN2023,Fm569,2,4.00641781888559,fat_pct,Seed fat concentration (%)
LN2023,Fm569,3,4.08792996220612,fat_pct,Seed fat concentration (%)
