t2t_gene_id,symbol,description,lift_t2t_chr,t2t_gene_start,t2t_gene_end,association_count,unique_lead_snps,datasets,traits,models,minimum_p,maf05_associations,lead_snps_inside_gene,minimum_distance_to_lead_bp,evidence_score
Seita.9G133400,--,XP_004982126.1 uncharacterized protein LOC101773638 [Setaria italica],Chr9,8378376,8379360,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,33711,4
Seita.9G587400,--,CAD6338301.1 unnamed protein product [Miscanthus lutarioriparius],Chr9,8384643,8386018,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,27053,4
Seita.9G133500,--,RCV41407.1 LOW QUALITY PROTEIN: hypothetical protein SETIT_9G133500v2 [Setaria italica],Chr9,8386262,8386682,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,26389,4
Seita.9G133600,OsI_012692,XP_004982127.1 costars family protein [Setaria italica],Chr9,8387313,8389916,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,23155,4
Seita.9G133700,--,XP_012698619.1 tetratricopeptide repeat protein 38 [Setaria italica],Chr9,8394298,8399545,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,13526,4
Seita.9G133800,GAUT1,XP_004982129.3 polygalacturonate 4-alpha-galacturonosyltransferase-like [Setaria italica],Chr9,8400348,8405686,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,7385,4
Seita.9G587500,--,XP_034572536.1 serine/threonine-protein phosphatase 7 long form homolog isoform X1 [Setaria viridis],Chr9,8408615,8410591,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,2480,4
Seita.9G133900,RGA3,RCV41412.1 hypothetical protein SETIT_9G133900v2 [Setaria italica],Chr9,8415739,8419533,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,2668,4
Seita.9G134000,HUA1,XP_004982130.3 uncharacterized protein LOC101775251 [Setaria italica],Chr9,8422602,8430846,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,9531,4
Seita.9G134100,RPPL1,XP_022679265.1 putative disease resistance RPP13-like protein 1 [Setaria italica],Chr9,8431342,8437785,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,18271,4
Seita.9G134200,--,RCV41415.1 hypothetical protein SETIT_9G134200v2 [Setaria italica],Chr9,8438443,8438904,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,25372,4
Seita.9G587600,--,XP_034572820.1 putative disease resistance protein RGA3 isoform X2 [Setaria viridis],Chr9,8439213,8442602,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,26142,4
Seita.9G587700,--,TKV91968.1 hypothetical protein SEVIR_9G133200v2 [Setaria viridis],Chr9,8444528,8447354,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,31457,4
Seita.9G134400,CLPB1,RCV41417.1 hypothetical protein SETIT_9G134400v2 [Setaria italica],Chr9,8460417,8463908,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,47346,4
Seita.9G587800,--,TKW07011.1 hypothetical protein SEVIR_7G279350v2 [Setaria viridis],Chr9,8466259,8466492,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,53188,4
Seita.9G587900,--,XP_012702811.1 uncharacterized protein LOC105914714 [Setaria italica],Chr9,8467244,8468660,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,54173,4
Seita.9G134500,RPPL1,RCV41418.1 hypothetical protein SETIT_9G134500v2 [Setaria italica],Chr9,8493939,8496379,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,80868,4
Seita.9G134700,At3g14460,XP_012698119.1 putative disease resistance protein RGA1 isoform X1 [Setaria italica],Chr9,8504383,8511700,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,91312,4
Seita.9G134800,AHA11,RCV41421.1 hypothetical protein SETIT_9G134800v2 [Setaria italica],Chr9,8511845,8512516,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,98774,4
Seita.9G134900,LHA1,XP_004982139.1 plasma membrane ATPase 1 [Setaria italica],Chr9,8519103,8526305,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,106032,4
Seita.9G135000,VIP2,XP_012698346.1 inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase VIP2 isoform X1 [Setaria italica],Chr9,8529979,8547520,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,116908,4
Seita.9G135100,--,RCV41426.1 hypothetical protein SETIT_9G135100v2 [Setaria italica],Chr9,8551492,8551980,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,138421,4
Seita.9G135200,hmces,XP_004982141.1 embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein [Setaria italica],Chr9,8553338,8560399,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,140267,4
Seita.9G135300,--,XP_022679346.1 uncharacterized protein LOC111255946 [Setaria italica],Chr9,8560646,8562530,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,147575,4
Seita.9G588000,--,-,Chr9,8563170,8564454,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,150099,4
Seita.9G135400,CPK9,RCV41429.1 hypothetical protein SETIT_9G135400v2 [Setaria italica],Chr9,8565538,8566813,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,152467,4
Seita.9G588100,--,-,Chr9,8567239,8567600,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,154168,4
Seita.9G135600,CPK9,XP_012704248.1 calcium-dependent protein kinase 9 [Setaria italica],Chr9,8569969,8574459,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,156898,4
Seita.9G135700,--,"XP_004982143.1 glycine, alanine and asparagine-rich protein [Setaria italica]",Chr9,8576083,8581404,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,163012,4
Seita.9G135800,CDKF-2,RCV41433.1 LOW QUALITY PROTEIN: hypothetical protein SETIT_9G135800v2 [Setaria italica],Chr9,8582893,8583677,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,169822,4
Seita.9G135900,--,XP_034574464.1 formin-like protein 5 isoform X1 [Setaria viridis],Chr9,8586690,8592789,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,173619,4
Seita.9G136000,--,XP_012698361.1 uncharacterized protein LOC101780516 [Setaria italica],Chr9,8590365,8594383,1,1,2023,panicle_length_cm,BLINK,1.39303308110261e-10,1,0,177294,4
Seita.9G602100,CYP89A2,XP_034576840.1 cytochrome P450 89A2-like [Setaria viridis],Chr9,13665535,13667058,1,1,2024_N120,dtf,BLINK,4.07854522353028e-10,1,0,1216,4
Seita.3G170400,WRKY56,XP_004961423.1 probable WRKY transcription factor 56 [Setaria italica],Chr3,12590013,12591311,1,1,2024_N120,protein_pct,BLINK,4.42935471781509e-10,1,0,1628,4
Seita.2G158900,--,XP_004956434.1 uncharacterized protein LOC101759939 isoform X1 [Setaria italica],Chr2,26494881,26502748,1,1,2023,dtf,FarmCPU,5.39319018122598e-10,1,0,2760,4
Seita.4G339600,--,TKV93084.1 hypothetical protein SEVIR_9G203050v2 [Setaria viridis],Chr4,23202678,23204935,1,1,2024_N120,number_of_tillers,BLINK,6.33251257556116e-10,1,0,53834,4
Seita.9G239300,ABCG25,XP_012704452.1 ABC transporter G family member 25 isoform X1 [Setaria italica],Chr9,18603295,18613578,1,1,2024_N120,days_to_harvest,FarmCPU,6.7843992501043e-10,1,0,6195,4
Seita.1G425300,--,TKW39120.1 hypothetical protein SEVIR_1G157700v2 [Setaria viridis],Chr1,24169961,24171495,1,1,2024_N120,height_cm,FarmCPU,7.47934117675004e-10,1,0,3960,4
Seita.4G119900,PIF6,RCV21205.1 hypothetical protein SETIT_4G119900v2 [Setaria italica],Chr4,12204310,12208976,1,1,2024_N40,dtf,BLINK,7.66923554209484e-10,1,0,9697,4
Seita.4G120000,--,RCV21206.1 hypothetical protein SETIT_4G120000v2 [Setaria italica],Chr4,12213593,12217929,1,1,2024_N40,dtf,BLINK,7.66923554209484e-10,1,0,744,4
Seita.3G301000,--,RCV18435.1 hypothetical protein SETIT_3G301000v2 [Setaria italica],Chr3,39997047,40000503,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,184939,4
Seita.3G300900,At1g48100,RCV18434.1 hypothetical protein SETIT_3G300900v2 [Setaria italica],Chr3,40000324,40003091,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,182351,4
Seita.3G300800,At2g22425,RCV18432.1 hypothetical protein SETIT_3G300800v2 [Setaria italica],Chr3,40038836,40041410,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,144032,4
Seita.3G492900,--,-,Chr3,40042869,40044147,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,141295,4
Seita.3G300700,CLC-A,XP_004962545.1 chloride channel protein CLC-a [Setaria italica],Chr3,40057890,40061104,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,124338,4
Seita.3G493000,--,XP_022680014.1 uncharacterized protein LOC111256375 [Setaria italica],Chr3,40064619,40067431,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,118011,4
Seita.3G300500,Y-2,XP_012700350.1 uncharacterized protein LOC101770930 isoform X1 [Setaria italica],Chr3,40069994,40073463,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,111979,4
Seita.3G300600,--,RCV18430.1 hypothetical protein SETIT_3G300600v2 [Setaria italica],Chr3,40071443,40071916,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,113526,4
Seita.3G300400,--,XP_004962541.1 disease resistance protein RGA2 [Setaria italica],Chr3,40073259,40075846,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,109596,4
Seita.3G300300,FIGL1,XP_004962542.2 ATPase family AAA domain-containing protein FIGL1 isoform X1 [Setaria italica],Chr3,40082844,40090630,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,94812,4
Seita.3G300200,WAK2,XP_012699859.1 wall-associated receptor kinase 2 [Setaria italica],Chr3,40098361,40102583,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,82859,4
Seita.3G300100,WAK4,XP_012700176.1 wall-associated receptor kinase 4 [Setaria italica],Chr3,40124089,40128548,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,56894,4
Seita.3G300000,WAK5,RCV18422.1 hypothetical protein SETIT_3G300000v2 [Setaria italica],Chr3,40132174,40135492,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,49950,4
Seita.3G299900,At3g62120,"XP_004962540.1 proline--tRNA ligase, cytoplasmic [Setaria italica]",Chr3,40140656,40149682,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,35760,4
Seita.3G299800,CYP94B1,XP_004962539.1 cytochrome P450 94B3 [Setaria italica],Chr3,40154079,40156196,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,29246,4
Seita.3G493100,--,XP_034580881.1 protein MAIN-LIKE 2-like [Setaria viridis],Chr3,40160866,40162132,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,23310,4
Seita.3G299700,--,XP_004962538.1 uncharacterized protein LOC101768505 [Setaria italica],Chr3,40171194,40176270,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,9172,4
Seita.3G299600,SOX,XP_004962537.1 sulfite oxidase [Setaria italica],Chr3,40202243,40206802,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,16801,4
Seita.3G493200,--,TKW00946.1 hypothetical protein SEVIR_8G146300v2 [Setaria viridis],Chr3,40206660,40210486,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,21218,4
Seita.3G493300,--,TKW28855.1 hypothetical protein SEVIR_3G356066v2 [Setaria viridis],Chr3,40214223,40217065,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,28781,4
Seita.3G493400,CNR6,XP_012700206.1 cell number regulator 6-like [Setaria italica],Chr3,40227107,40228305,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,41665,4
Seita.3G299500,--,RCV18416.1 hypothetical protein SETIT_3G299500v2 [Setaria italica],Chr3,40228488,40230547,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,43046,4
Seita.3G299400,--,RCV18414.1 hypothetical protein SETIT_3G299400v2 [Setaria italica],Chr3,40231181,40232170,1,1,2024_N120,height_cm,FarmCPU,9.80814871945326e-10,1,0,45739,4
Seita.6G170800,UGT72B3,RCV31361.1 hypothetical protein SETIT_6G170800v2 [Setaria italica],Chr6,31202737,31209063,1,1,2024_N40,days_to_harvest,FarmCPU,1.17728197308711e-09,1,0,1839,4
Seita.6G170900,SOT1,RCV31362.1 hypothetical protein SETIT_6G170900v2 [Setaria italica],Chr6,31209536,31210539,1,1,2024_N40,days_to_harvest,FarmCPU,1.17728197308711e-09,1,0,363,4
Seita.6G310400,--,-,Chr6,31216480,31217721,1,1,2024_N40,days_to_harvest,FarmCPU,1.17728197308711e-09,1,0,5578,4
Seita.4G335200,--,TKW21406.1 hypothetical protein SEVIR_4G160800v2 [Setaria viridis],Chr4,19667720,19668197,1,1,2023,dtf,FarmCPU,2.36437354586344e-09,1,0,15151,4
Seita.5G561300,--,-,Chr5,46255018,46256542,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,177448,4
Seita.5G412300,--,XP_022682086.1 uncharacterized protein LOC111257214 [Setaria italica],Chr5,46257921,46259967,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,174023,4
Seita.5G412400,--,RCV28540.1 hypothetical protein SETIT_5G412400v2 [Setaria italica],Chr5,46259968,46263461,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,170529,4
Seita.5G412500,--,RCV28541.1 hypothetical protein SETIT_5G412500v2 [Setaria italica],Chr5,46260999,46263461,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,170529,4
Seita.5G412600,CRT3,RCV28542.1 hypothetical protein SETIT_5G412600v2 [Setaria italica],Chr5,46267176,46271452,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,162538,4
Seita.5G412700,RBL13,XP_004970887.1 RHOMBOID-like protein 13 [Setaria italica],Chr5,46272655,46273476,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,160514,4
Seita.5G412800,PBB1,XP_004970888.1 proteasome subunit beta type-7-A [Setaria italica],Chr5,46274688,46278843,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,155147,4
Seita.5G412900,At3g07570,RCV28545.1 hypothetical protein SETIT_5G412900v2 [Setaria italica],Chr5,46280784,46281394,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,152596,4
Seita.5G413000,Os01g0895100,"XP_004970889.1 probable membrane-associated 30 kDa protein, chloroplastic [Setaria italica]",Chr5,46283484,46288098,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,145892,4
Seita.5G413100,IQD14,XP_004970891.1 protein IQ-DOMAIN 14 [Setaria italica],Chr5,46293102,46296638,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,137352,4
Seita.5G561400,FSM,XP_034593710.1 chromatin assembly factor 1 subunit FSM [Setaria viridis],Chr5,46300236,46305953,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,128037,4
Seita.5G413300,--,XP_004970892.1 uncharacterized protein LOC101763693 [Setaria italica],Chr5,46305966,46306982,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,127008,4
Seita.5G413400,--,XP_004970893.1 uncharacterized protein LOC101764087 [Setaria italica],Chr5,46307379,46312208,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,121782,4
Seita.5G413500,RPL5A,XP_004970894.1 60S ribosomal protein L5-1 [Setaria italica],Chr5,46321537,46324589,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,109401,4
Seita.5G413600,--,RCV28553.1 hypothetical protein SETIT_5G413600v2 [Setaria italica],Chr5,46325098,46325979,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,108011,4
Seita.5G413700,--,XP_004970896.1 uncharacterized protein LOC101764908 isoform X2 [Setaria italica],Chr5,46330467,46334287,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,99703,4
Seita.5G413800,RNS2,XP_004970898.1 ribonuclease 2 [Setaria italica],Chr5,46334270,46338431,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,95559,4
Seita.5G413900,RNS2,XP_004970897.1 ribonuclease 2 [Setaria italica],Chr5,46338456,46342024,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,91966,4
Seita.5G414000,TKPR1,RCV28558.1 hypothetical protein SETIT_5G414000v2 [Setaria italica],Chr5,46349037,46351125,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,82865,4
Seita.5G414100,MTERF6,"XP_004970899.1 transcription termination factor MTERF6, chloroplastic/mitochondrial [Setaria italica]",Chr5,46351519,46353630,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,80360,4
Seita.5G414200,--,RCV28561.1 hypothetical protein SETIT_5G414200v2 [Setaria italica],Chr5,46354092,46357182,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,76808,4
Seita.5G414400,rplM,XP_004970901.1 uncharacterized protein LOC101767351 [Setaria italica],Chr5,46361585,46364482,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,69508,4
Seita.5G414500,At3g02650,"XP_004970902.1 pentatricopeptide repeat-containing protein At3g02650, mitochondrial [Setaria italica]",Chr5,46364953,46369993,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,63997,4
Seita.5G414600,BGLU4,XP_004970905.1 beta-glucosidase 4 [Setaria italica],Chr5,46370856,46377585,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,56405,4
Seita.5G414700,FH1,XP_004970904.1 formin-like protein 1 [Setaria italica],Chr5,46380355,46384796,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,49194,4
Seita.5G561500,--,-,Chr5,46380404,46380922,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,53068,4
Seita.5G414800,SYN4,XP_004970907.1 sister chromatid cohesion 1 protein 4 [Setaria italica],Chr5,46396922,46404979,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,29011,4
Seita.5G561600,--,-,Chr5,46420650,46421628,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,12362,4
Seita.5G414900,SRL2,XP_004970911.1 uncharacterized protein LOC101769911 isoform X2 [Setaria italica],Chr5,46424131,46431380,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,2610,4
Seita.5G561700,--,TKW18263.1 hypothetical protein SEVIR_5G420400v2 [Setaria viridis],Chr5,46439528,46440346,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,5538,4
Seita.5G415100,--,XP_004970915.1 uncharacterized protein LOC101772047 [Setaria italica],Chr5,46441258,46443702,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,7268,4
Seita.5G415200,CSTLP3,XP_004970916.1 CMP-sialic acid transporter 3 isoform X1 [Setaria italica],Chr5,46443937,46451278,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,9947,4
Seita.5G415300,PTI11,XP_004970919.1 PTI1-like tyrosine-protein kinase 1 isoform X3 [Setaria italica],Chr5,46451422,46455900,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,17432,4
Seita.5G415400,At2g43200,RCV28586.1 hypothetical protein SETIT_5G415400v2 [Setaria italica],Chr5,46456776,46460515,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,22786,4
Seita.5G415500,--,RCV28587.1 hypothetical protein SETIT_5G415500v2 [Setaria italica],Chr5,46460179,46460910,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,26189,4
Seita.5G415600,At3g49140,XP_022682678.1 uncharacterized protein At3g49140 isoform X1 [Setaria italica],Chr5,46462552,46468281,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,28562,4
Seita.5G561800,--,"TVU36173.1 hypothetical protein EJB05_18092, partial [Eragrostis curvula]",Chr5,46469812,46473173,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,35822,4
Seita.5G415700,--,XP_004970927.1 extensin-2 [Setaria italica],Chr5,46470436,46472370,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,36446,4
Seita.5G415800,BBM2,XP_022682077.1 AP2-like ethylene-responsive transcription factor BBM2 [Setaria italica],Chr5,46473292,46477573,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,39302,4
Seita.5G561900,--,"CAB3479133.1 unnamed protein product, partial [Digitaria exilis]",Chr5,46486402,46487392,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,52412,4
Seita.5G415900,Daglb,XP_004970930.2 uncharacterized protein LOC101776635 isoform X2 [Setaria italica],Chr5,46488319,46495021,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,54329,4
Seita.5G416000,EG1,"XP_004972292.2 phospholipase A1 EG1, chloroplastic/mitochondrial [Setaria italica]",Chr5,46521481,46523262,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,87491,4
Seita.5G416100,EG1,RCV28596.1 hypothetical protein SETIT_5G416100v2 [Setaria italica],Chr5,46536605,46538229,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,102615,4
Seita.5G416200,BHLH130,XP_004970931.1 transcription factor bHLH128 [Setaria italica],Chr5,46549511,46554479,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,115521,4
Seita.5G416300,OTU4,RCV28598.1 hypothetical protein SETIT_5G416300v2 [Setaria italica],Chr5,46553443,46555907,1,1,2024_N40,number_of_tillers,FarmCPU,2.45875894950235e-09,1,0,119453,4
Seita.9G078600,--,RCV40731.1 hypothetical protein SETIT_9G078600v2 [Setaria italica],Chr9,4628088,4628263,1,1,2024_N120,protein_pct,FarmCPU,2.53411086367089e-09,1,0,4751,4
Seita.8G238200,RGA5,XP_022684717.1 putative disease resistance protein At1g50180 isoform X2 [Setaria italica],Chr8,42254951,42255832,1,1,2024_N40,dtf,FarmCPU,3.17440788572453e-09,1,0,27654,4
Seita.8G238300,UGT85A24,RCV39615.1 hypothetical protein SETIT_8G238300v2 [Setaria italica],Chr8,42256439,42265426,1,1,2024_N40,dtf,FarmCPU,3.17440788572453e-09,1,0,18060,4
Seita.8G238400,RGA4,RCV39617.1 hypothetical protein SETIT_8G238400v2 [Setaria italica],Chr8,42272312,42275029,1,1,2024_N40,dtf,FarmCPU,3.17440788572453e-09,1,0,8457,4
Seita.8G341900,RXW24L,XP_034568612.1 disease resistance protein RGA5-like [Setaria viridis],Chr8,42284899,42286776,1,1,2024_N40,dtf,FarmCPU,3.17440788572453e-09,1,0,1413,4
Seita.5G174700,--,RCV25536.1 hypothetical protein SETIT_5G174700v2 [Setaria italica],Chr5,18871293,18875690,1,1,2024_N120,protein_pct,FarmCPU,3.45936230646084e-09,1,0,5997,4
Seita.9G494200,GAUT14,XP_004985228.1 probable galacturonosyltransferase 14 [Setaria italica],Chr9,54977062,54982790,1,1,2024_N120,number_of_tillers,FarmCPU,3.642800865761e-09,1,0,8906,4
Seita.9G494300,At5g07830,XP_034576242.1 heparanase-like protein 2 isoform X1 [Setaria viridis],Chr9,54983513,54988333,1,1,2024_N120,number_of_tillers,FarmCPU,3.642800865761e-09,1,0,3363,4
Seita.9G691200,--,XP_034601283.1 uncharacterized protein LOC117861868 [Setaria viridis],Chr9,54987794,54990839,1,1,2024_N120,number_of_tillers,FarmCPU,3.642800865761e-09,1,0,857,4
Seita.8G115400,DHN1,XP_004979237.1 dehydrin DHN1 [Setaria italica],Chr8,23825239,23826401,1,1,2024_N120,number_of_tillers,BLINK,4.8342189664801e-09,1,0,13234,4
